Symbol,Description,Entrez ID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
NA,NA,NA,NA,-0.05034,-6.15,0.4809,0.7479,,,,,,,,,,,
DEFB136,defensin beta 136,613210,8,-0.04954,-6.207,0.4808,0.7478,,,,,,,,,,,
OXER1,oxoeicosanoid (OXE) receptor 1,165140,2,-0.08565,0.6817,0.4808,0.7478,,,,,,,,,,,
LRRC39,leucine rich repeat containing 39,127495,1,-0.06126,0.3453,0.4808,0.7478,,,,,,,,,,,
ZNF529,zinc finger protein 529,57711,19,-0.04384,4.134,0.4806,0.7477,,,,,,,,,,,
UQCRH,ubiquinol-cytochrome c reductase hinge protein,7388,1,-0.04909,5.394,0.4806,0.7477,,,,,,,,,,,
SLC10A3,solute carrier family 10 member 3,8273,X,-0.0544,4.251,0.4806,0.7477,,,,,,,,,,,
NA,NA,NA,NA,-0.05911,-6.045,0.4804,0.7476,,,,,,,,,,,
SNORD33,"small nucleolar RNA, C/D box 33",26818,19,-0.0843,4.723,0.4801,0.7474,,,,,,,,,,,
SERPINA5,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5",5104,14,-0.1912,-2.42,0.4801,0.7474,,,,,,,,,,,
DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,55735,1,-0.03112,5.62,0.4801,0.7474,,,,,,,,,,,
C1QTNF2,C1q and tumor necrosis factor related protein 2,114898,5,-0.09442,-1.823,0.48,0.7473,,,,,,,,,,,
NA,NA,NA,NA,-0.05587,-6.048,0.4798,0.7472,,,,,,,,,,,
METRN,"meteorin, glial cell differentiation regulator",79006,16,-0.111,-4.001,0.4797,0.7471,,,,,,,,,,,
NA,NA,NA,NA,-0.04205,-6.267,0.4796,0.747,,,,,,,,,,,
OPHN1,oligophrenin 1,4983,X,-0.05228,4.078,0.4795,0.7469,,,,,,,,,,,
LINC01134,long intergenic non-protein coding RNA 1134,100133612,1,-0.0532,-6.113,0.4795,0.7469,,,,,,,,,,,
NA,NA,NA,NA,-0.0438,-6.243,0.4795,0.7469,,,,,,,,,,,
HMOX2,heme oxygenase 2,3163,16,-0.03576,3.949,0.4792,0.7467,,,,,,,,,,,
AP2M1,adaptor related protein complex 2 mu 1 subunit,1173,3,-0.03235,7.629,0.4792,0.7467,,,,,,,,,,,
BOLA2B,bolA family member 2B,654483,16,-0.1005,-3.809,0.4792,0.7467,,,,,,,,,,,
ALDH8A1,aldehyde dehydrogenase 8 family member A1,64577,6,-0.1142,-0.7715,0.4789,0.7464,,,,,,,,,,,
PODXL2,podocalyxin like 2,50512,3,-0.1223,4.029,0.4787,0.7463,,,,,,,,,,,
SNHG11,small nucleolar RNA host gene 11,128439,20,-0.07166,-5.629,0.4787,0.7463,,,,,,,,,,,
NA,NA,NA,NA,-0.05264,-6.186,0.4786,0.7462,,,,,,,,,,,
LOC101928307,uncharacterized LOC101928307,101928307,6,-0.04971,-6.161,0.4783,0.7459,,,,,,,,,,,
HRNR,hornerin,388697,1,-0.1737,-4.279,0.4781,0.7457,,,,,,,,,,,
MRPL49,mitochondrial ribosomal protein L49,740,11,-0.03295,2.746,0.4781,0.7457,,,,,,,,,,,
EIF3F,eukaryotic translation initiation factor 3 subunit F,8665,11,-0.04022,5.013,0.4781,0.7457,,,,,,,,,,,
NA,NA,NA,NA,-0.06028,-6.091,0.4775,0.7451,,,,,,,,,,,
SNORD111,"small nucleolar RNA, C/D box 111",692214,16,-0.09421,-5.646,0.4773,0.7449,,,,,,,,,,,
CPB1,carboxypeptidase B1,1360,3,-0.1755,-4.513,0.477,0.7446,,,,,,,,,,,
DEFA1B,defensin alpha 1B,728358,8,-0.04205,-6.267,0.4769,0.7445,,,,,,,,,,,
PAX8,paired box 8,7849,2,-0.2609,-0.6496,0.4767,0.7443,,,,,,,,,,,
10-Mar,membrane associated ring-CH-type finger 10,162333,17,-0.128,-2.555,0.4767,0.7443,,,,,,,,,,,
ECM2,"extracellular matrix protein 2, female organ and adipocyte specific",1842,9,-0.09464,2.94,0.4766,0.7442,,,,,,,,,,,
C16orf72,chromosome 16 open reading frame 72,29035,16,-0.03429,6.286,0.4766,0.7442,,,,,,,,,,,
NA,NA,NA,NA,-0.1024,-1.502,0.4765,0.7442,,,,,,,,,,,
LLPH,"LLP homolog, long-term synaptic facilitation (Aplysia)",84298,12,-0.04287,2.766,0.4764,0.7441,,,,,,,,,,,
EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",1962,3,-0.06656,3.333,0.4763,0.744,,,,,,,,,,,
SEMA4F,ssemaphorin 4F,10505,2,-0.05492,2.923,0.4762,0.7439,,,,,,,,,,,
RBMY1A3P,"RNA binding motif protein, Y-linked, family 1, member A3 pseudogene",286557,Y,-0.0892,-5.931,0.476,0.7436,,,,,,,,,,,
SPACA6,sperm acrosome associated 6,147650,19,-0.09778,-3.265,0.4758,0.7435,,,,,,,,,,,
GFAP,glial fibrillary acidic protein,2670,17,-0.1237,-4.904,0.4757,0.7434,,,,,,,,,,,
NA,NA,NA,NA,-0.0561,-6.141,0.4756,0.7433,,,,,,,,,,,
BRD7P3,bromodomain containing 7 pseudogene 3,23629,6,-0.08118,-5.938,0.4756,0.7432,,,,,,,,,,,
MIR1248,microRNA 1248,100302143,3,-0.05118,-6.128,0.4755,0.7432,,,,,,,,,,,
FIRRE,firre intergenic repeating RNA element,286467,X,-0.1122,-4.585,0.4753,0.7431,,,,,,,,,,,
OR51D1,olfactory receptor family 51 subfamily D member 1,390038,11,-0.06109,-6.127,0.4752,0.7431,,,,,,,,,,,
TDRD3,tudor domain containing 3,81550,13,-0.03702,5.178,0.4752,0.7431,,,,,,,,,,,
DMKN,dermokine,93099,19,-0.1499,3.827,0.4746,0.7425,,,,,,,,,,,
TMEM256,transmembrane protein 256,254863,17,-0.0505,2.077,0.4744,0.7424,,,,,,,,,,,
EML2-AS1,EML2 antisense RNA 1,100287177,19,-0.09082,-5.352,0.4742,0.7421,,,,,,,,,,,
SNORA1,"small nucleolar RNA, H/ACA box 1",677792,11,-0.1032,1.685,0.4741,0.742,,,,,,,,,,,
NA,NA,NA,NA,-0.1847,-3.634,0.4741,0.742,,,,,,,,,,,
SEZ6,seizure related 6 homolog (mouse),124925,17,-0.1183,-5.39,0.4741,0.742,,,,,,,,,,,
DCUN1D4,defective in cullin neddylation 1 domain containing 4,23142,4,-0.03383,4.649,0.4739,0.7418,,,,,,,,,,,
SMYD1,SET and MYND domain containing 1,150572,2,-0.0835,-6.055,0.4739,0.7418,,,,,,,,,,,
GPR62,G protein-coupled receptor 62,118442,3,-0.06294,-5.987,0.4739,0.7418,,,,,,,,,,,
DDX6,DEAD-box helicase 6,1656,11,-0.02675,7.432,0.4737,0.7418,,,,,,,,,,,
PLOD3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",8985,7,-0.04634,6.12,0.4735,0.7417,,,,,,,,,,,
DHX32,DEAH-box helicase 32 (putative),55760,10,-0.03757,4.481,0.4735,0.7416,,,,,,,,,,,
ANKRD35,ankyrin repeat domain 35,148741,1,-0.1025,1.766,0.4734,0.7416,,,,,,,,,,,
PNMT,phenylethanolamine N-methyltransferase,5409,17,-0.1807,-2.164,0.4732,0.7413,,,,,,,,,,,
RBMS2,"RNA binding motif, single stranded interacting protein 2",5939,12,-0.04631,3.459,0.473,0.7412,,,,,,,,,,,
NA,NA,NA,NA,-0.04303,-6.242,0.4729,0.741,,,,,,,,,,,
LINC00998,long intergenic non-protein coding RNA 998,401397,7,-0.04751,4.165,0.4727,0.7408,,,,,,,,,,,
NA,NA,NA,NA,-0.08566,-3.884,0.4724,0.7403,,,,,,,,,,,
POU3F3,POU class 3 homeobox 3,5455,2,-0.1884,-4.626,0.4723,0.7403,,,,,,,,,,,
LOC101928020,uncharacterized LOC101928020,101928020,2,-0.07535,-5.547,0.4722,0.7402,,,,,,,,,,,
SEC11A,"SEC11 homolog A, signal peptidase complex subunit",23478,15,-0.03341,5.84,0.4722,0.7402,,,,,,,,,,,
DCP2,decapping mRNA 2,167227,5,-0.03486,5.385,0.4722,0.7402,,,,,,,,,,,
CCDC30,coiled-coil domain containing 30,728621,1,-0.06602,1.747,0.4721,0.7402,,,,,,,,,,,
FAM167A-AS1,FAM167A antisense RNA 1,83656,8,-0.0887,-5.894,0.4717,0.7398,,,,,,,,,,,
GOLGA6C,golgin A6 family member C,653641,15,-0.09977,-5.517,0.4714,0.7393,,,,,,,,,,,
NA,NA,NA,NA,-0.07785,-5.827,0.4711,0.739,,,,,,,,,,,
KCNH5,potassium voltage-gated channel subfamily H member 5,27133,14,-0.2169,-3.334,0.471,0.739,,,,,,,,,,,
CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)",79587,13,-0.03456,4.476,0.4708,0.7388,,,,,,,,,,,
NA,NA,NA,NA,-0.1559,-4.017,0.4707,0.7386,,,,,,,,,,,
P4HB,prolyl 4-hydroxylase subunit beta,5034,17,-0.04252,9.372,0.4707,0.7386,,,,,,,,,,,
HIST1H4L,"histone cluster 1, H4l",8368,6,-0.1129,2.621,0.4707,0.7386,,,,,,,,,,,
F12,coagulation factor XII,2161,5,-0.1384,-0.8279,0.4706,0.7386,,,,,,,,,,,
ZNF212,zinc finger protein 212,7988,7,-0.03847,3.56,0.4705,0.7386,,,,,,,,,,,
GPC2,glypican 2,221914,7,-0.1057,0.5305,0.4704,0.7386,,,,,,,,,,,
GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial",150763,2,-0.1614,-0.2835,0.4704,0.7386,,,,,,,,,,,
COX7A2,cytochrome c oxidase subunit 7A2,1347,6,-0.04687,5.298,0.4704,0.7386,,,,,,,,,,,
NA,NA,NA,NA,-0.04368,-6.247,0.4698,0.738,,,,,,,,,,,
SI,sucrase-isomaltase (alpha-glucosidase),6476,3,-0.1792,-5.133,0.4691,0.7372,,,,,,,,,,,
LOC100134822,uncharacterized LOC100134822,100134822,1,-0.04435,-6.26,0.469,0.7372,,,,,,,,,,,
MIR1284,microRNA 1284,100302112,3,-0.05359,-6.177,0.4686,0.7366,,,,,,,,,,,
CD24,CD24 molecule,100133941,6,-0.1187,2.707,0.4685,0.7366,,,,,,,,,,,
F8,coagulation factor VIII,2157,X,-0.08423,3.309,0.4685,0.7366,,,,,,,,,,,
PERP,"PERP, TP53 apoptosis effector",64065,6,-0.09676,6.889,0.468,0.7362,,,,,,,,,,,
DNAJC18,DnaJ heat shock protein family (Hsp40) member C18,202052,5,-0.05245,1.433,0.468,0.7362,,,,,,,,,,,
SLX1A-SULT1A3,SLX1A-SULT1A3 readthrough (NMD candidate),100526830,16,-0.09637,-4.666,0.4679,0.7362,,,,,,,,,,,
PIGT,phosphatidylinositol glycan anchor biosynthesis class T,51604,20,-0.04702,6.953,0.4676,0.7359,,,,,,,,,,,
SEC31B,"SEC31 homolog B, COPII coat complex component",25956,10,-0.0593,3.764,0.4676,0.7359,,,,,,,,,,,
COX10,COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor,1352,17,-0.03133,4.805,0.4675,0.7358,,,,,,,,,,,
NA,NA,NA,NA,-0.06568,-5.947,0.4674,0.7357,,,,,,,,,,,
TCF24,transcription factor 24,100129654,8,-0.09366,-5.098,0.4673,0.7357,,,,,,,,,,,
LOC101928521,uncharacterized LOC101928521,101928521,4,-0.1164,-5.114,0.4669,0.7353,,,,,,,,,,,
TSEN54,tRNA splicing endonuclease subunit 54,283989,17,-0.04331,4.647,0.4669,0.7353,,,,,,,,,,,
LOC100507250,uncharacterized LOC100507250,100507250,12,-0.05888,-6.092,0.4669,0.7353,,,,,,,,,,,
NLE1,notchless homolog 1 (Drosophila),54475,17,-0.04362,3.101,0.4668,0.7353,,,,,,,,,,,
ZC2HC1B,zinc finger C2HC-type containing 1B,153918,6,-0.1103,-4.357,0.4668,0.7353,,,,,,,,,,,
ADGRL2,adhesion G protein-coupled receptor L2,23266,1,-0.07486,6.597,0.4667,0.7353,,,,,,,,,,,
FAM47E-STBD1,FAM47E-STBD1 readthrough,100631383,4,-0.09448,-5.376,0.4666,0.7352,,,,,,,,,,,
NA,NA,NA,NA,-0.09068,-4.423,0.4665,0.7351,,,,,,,,,,,
NTN5,netrin 5,126147,19,-0.1167,-2.321,0.4663,0.7349,,,,,,,,,,,
LOC101928872,uncharacterized LOC101928872,101928872,19,-0.04274,-6.26,0.4661,0.7347,,,,,,,,,,,
NA,NA,NA,NA,-0.04582,-6.266,0.4661,0.7347,,,,,,,,,,,
CDPF1,"cysteine rich, DPF motif domain containing 1",150383,22,-0.04573,-0.4074,0.4659,0.7346,,,,,,,,,,,
CBLN4,cerebellin 4 precursor,140689,20,-0.1529,-4.187,0.4659,0.7346,,,,,,,,,,,
CLCA3P,"chloride channel accessory 3, pseudogene",9629,1,-0.07251,-5.993,0.4659,0.7346,,,,,,,,,,,
FLRT1,fibronectin leucine rich transmembrane protein 1,23769,11,-0.1236,-4.671,0.4658,0.7346,,,,,,,,,,,
RAD9A,RAD9 checkpoint clamp component A,5883,11,-0.05072,2.907,0.4657,0.7345,,,,,,,,,,,
DEF8,differentially expressed in FDCP 8 homolog (mouse),54849,16,-0.04314,3.503,0.4656,0.7343,,,,,,,,,,,
GIF,gastric intrinsic factor,2694,11,-0.103,-5.895,0.4655,0.7343,,,,,,,,,,,
SPDYE6,speedy/RINGO cell cycle regulator family member E6,729597,7,-0.06836,-6.039,0.4652,0.7338,,,,,,,,,,,
AKR1B10,"aldo-keto reductase family 1, member B10 (aldose reductase)",57016,7,-0.2619,2.485,0.4651,0.7338,,,,,,,,,,,
DOK1,docking protein 1,1796,2,-0.05395,2.684,0.465,0.7337,,,,,,,,,,,
NA,NA,NA,NA,-0.1847,-1.838,0.4648,0.7334,,,,,,,,,,,
CCR10,chemokine (C-C motif) receptor 10,2826,17,-0.1038,-4.223,0.4648,0.7334,,,,,,,,,,,
CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,400916,22,-0.06342,3.603,0.4647,0.7333,,,,,,,,,,,
LPCAT2,lysophosphatidylcholine acyltransferase 2,54947,16,-0.07142,5.146,0.4644,0.733,,,,,,,,,,,
PTF1A,"pancreas specific transcription factor, 1a",256297,10,-0.0809,-5.846,0.464,0.7326,,,,,,,,,,,
RTP2,receptor (chemosensory) transporter protein 2,344892,3,-0.05286,-6.175,0.4636,0.732,,,,,,,,,,,
TBC1D22B,TBC1 domain family member 22B,55633,6,-0.03105,4.243,0.4636,0.732,,,,,,,,,,,
SCARNA1,small Cajal body-specific RNA 1,677774,1,-0.05516,5.478,0.4634,0.7319,,,,,,,,,,,
NA,NA,NA,NA,-0.08092,-1.597,0.4631,0.7317,,,,,,,,,,,
INTS12,integrator complex subunit 12,57117,4,-0.02537,4.271,0.4631,0.7317,,,,,,,,,,,
NA,NA,NA,NA,-0.1023,-4.791,0.4631,0.7317,,,,,,,,,,,
LOC1720,dihydrofolate reductase pseudogene,1720,2,-0.05197,-6.197,0.463,0.7317,,,,,,,,,,,
NUDT6,nudix hydrolase 6,11162,4,-0.05063,0.695,0.463,0.7317,,,,,,,,,,,
LOC101928137,uncharacterized LOC101928137,101928137,12,-0.05076,-6.188,0.4629,0.7316,,,,,,,,,,,
HSD17B1,hydroxysteroid (17-beta) dehydrogenase 1,3292,17,-0.154,0.1072,0.4628,0.7315,,,,,,,,,,,
LOC101927087,uncharacterized LOC101927087,101927087,4,-0.05662,-6.123,0.4627,0.7315,,,,,,,,,,,
KCNA5,potassium voltage-gated channel subfamily A member 5,3741,12,-0.1196,-0.8484,0.4627,0.7314,,,,,,,,,,,
LOC100506036,uncharacterized LOC100506036,100506036,2,-0.04851,-6.204,0.4626,0.7314,,,,,,,,,,,
OR7D2,olfactory receptor family 7 subfamily D member 2,162998,19,-0.1674,-3.913,0.4626,0.7314,,,,,,,,,,,
DSCR4,Down syndrome critical region 4,10281,21,-0.218,-4.418,0.4624,0.7312,,,,,,,,,,,
HCG9,HLA complex group 9 (non-protein coding),10255,6,-0.09156,-5.545,0.4623,0.7312,,,,,,,,,,,
GEMIN4,gem nuclear organelle associated protein 4,50628,17,-0.04083,3.975,0.4621,0.7309,,,,,,,,,,,
GCNT7,glucosaminyl (N-acetyl) transferase family member 7,140687,20,-0.1379,-4.97,0.4619,0.7308,,,,,,,,,,,
TMCO2,transmembrane and coiled-coil domains 2,127391,1,-0.1053,-4.879,0.4616,0.7304,,,,,,,,,,,
HSBP1,heat shock factor binding protein 1,3281,16,-0.03929,5.273,0.4615,0.7304,,,,,,,,,,,
CCT6P3,chaperonin containing TCP1 subunit 6 pseudogene 3,643180,7,-0.05871,0.5692,0.4613,0.7303,,,,,,,,,,,
LINC00663,long intergenic non-protein coding RNA 663,284440,19,-0.0956,-3.02,0.4613,0.7303,,,,,,,,,,,
NA,NA,NA,NA,-0.08449,-2.374,0.4613,0.7303,,,,,,,,,,,
NA,NA,NA,NA,-0.04641,-6.222,0.4612,0.7302,,,,,,,,,,,
DDX19A,DEAD-box helicase 19A,55308,16,-0.02991,5.577,0.4611,0.7302,,,,,,,,,,,
ALPPL2,"alkaline phosphatase, placental like 2",251,2,-0.2008,-4.223,0.461,0.73,,,,,,,,,,,
PDLIM5,PDZ and LIM domain 5,10611,4,-0.05222,6.778,0.4608,0.7299,,,,,,,,,,,
YIPF7,Yip1 domain family member 7,285525,4,-0.1096,-5.005,0.4608,0.7299,,,,,,,,,,,
MARK3,microtubule affinity regulating kinase 3,4140,14,-0.03187,6.829,0.4607,0.7298,,,,,,,,,,,
SMG1P3,SMG1 pseudogene 3,100271836,16,-0.09194,4.109,0.4603,0.7292,,,,,,,,,,,
DEFA6,defensin alpha 6,1671,8,-0.09552,-6.034,0.4602,0.7291,,,,,,,,,,,
PHC3,polyhomeotic homolog 3,80012,3,-0.02743,7.737,0.4601,0.729,,,,,,,,,,,
NA,NA,NA,NA,-0.0454,-6.243,0.4599,0.7287,,,,,,,,,,,
RPS27L,ribosomal protein S27 like,51065,15,-0.04515,4.172,0.4597,0.7286,,,,,,,,,,,
C14orf37,chromosome 14 open reading frame 37,145407,14,-0.09672,2.544,0.4594,0.7281,,,,,,,,,,,
OR6K6,olfactory receptor family 6 subfamily K member 6,128371,1,-0.05881,-6.179,0.4592,0.7278,,,,,,,,,,,
NA,NA,NA,NA,-0.07699,-5.615,0.4589,0.7275,,,,,,,,,,,
TRPC7,transient receptor potential cation channel subfamily C member 7,57113,5,-0.06823,-6.042,0.4589,0.7275,,,,,,,,,,,
WASH7P,WAS protein family homolog 7 pseudogene,653635,1,-0.07668,-0.7636,0.4589,0.7275,,,,,,,,,,,
PLEKHB1,pleckstrin homology domain containing B1,58473,11,-0.1258,-0.9926,0.4589,0.7275,,,,,,,,,,,
UBE2DNL,ubiquitin conjugating enzyme E2D N-terminal like (pseudogene),100131816,X,-0.05476,-6.172,0.4586,0.7273,,,,,,,,,,,
MRGPRD,MAS related GPR family member D,116512,11,-0.06184,-6.058,0.4585,0.7273,,,,,,,,,,,
SCARF2,scavenger receptor class F member 2,91179,22,-0.09699,2.349,0.4585,0.7273,,,,,,,,,,,
KMT5C,lysine methyltransferase 5C,84787,19,-0.05274,1.715,0.4576,0.7262,,,,,,,,,,,
NA,NA,NA,NA,-0.09768,-1.409,0.4576,0.7261,,,,,,,,,,,
ANGPTL2,angiopoietin like 2,23452,9,-0.1015,3.466,0.4573,0.7258,,,,,,,,,,,
ZNF207,zinc finger protein 207,7756,17,-0.03161,7.733,0.4571,0.7257,,,,,,,,,,,
MINCR,MYC-induced long noncoding RNA,100507316,8,-0.06665,-5.874,0.4569,0.7254,,,,,,,,,,,
RNF139-AS1,RNF139 antisense RNA 1 (head to head),101927612,8,-0.07965,-5.568,0.4566,0.725,,,,,,,,,,,
PAX1,paired box 1,5075,20,-0.156,-5.244,0.4565,0.7248,,,,,,,,,,,
LOC441666,zinc finger protein 91 pseudogene,441666,10,-0.1341,0.5851,0.4565,0.7248,,,,,,,,,,,
EFCAB2,EF-hand calcium binding domain 2,84288,1,-0.05587,2.481,0.4563,0.7247,,,,,,,,,,,
LINC00933,long intergenic non-protein coding RNA 933,100506874,15,-0.09756,-4.801,0.4561,0.7245,,,,,,,,,,,
SPOCK1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1",6695,5,-0.1435,3.077,0.456,0.7243,,,,,,,,,,,
MAP3K4,mitogen-activated protein kinase kinase kinase 4,4216,6,-0.03814,6.29,0.4559,0.7243,,,,,,,,,,,
SLC25A24,solute carrier family 25 member 24,29957,1,-0.04378,5.755,0.4559,0.7243,,,,,,,,,,,
NDN,"necdin, MAGE family member",4692,15,-0.1054,-0.71,0.4557,0.7241,,,,,,,,,,,
DNASE1L1,deoxyribonuclease I-like 1,1774,X,-0.04725,2.613,0.4555,0.7238,,,,,,,,,,,
CPSF1,cleavage and polyadenylation specific factor 1,29894,8,-0.04073,6.097,0.4553,0.7236,,,,,,,,,,,
TDH,L-threonine dehydrogenase (pseudogene),157739,8,-0.05121,-6.184,0.4551,0.7234,,,,,,,,,,,
FILIP1,filamin A interacting protein 1,27145,6,-0.09668,2.781,0.4551,0.7234,,,,,,,,,,,
XIRP2,xin actin binding repeat containing 2,129446,2,-0.1699,-3.885,0.455,0.7233,,,,,,,,,,,
PTRH2,peptidyl-tRNA hydrolase 2,51651,17,-0.03637,3.605,0.4549,0.7233,,,,,,,,,,,
RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,50484,8,-0.05128,5.369,0.4548,0.7232,,,,,,,,,,,
FAM86JP,"family with sequence similarity 86, member A pseudogene",100125556,3,-0.06409,0.9829,0.4547,0.723,,,,,,,,,,,
NA,NA,NA,NA,-0.04932,-6.199,0.4547,0.723,,,,,,,,,,,
CPD,carboxypeptidase D,1362,17,-0.04678,7.466,0.4546,0.723,,,,,,,,,,,
INTS2,integrator complex subunit 2,57508,17,-0.03142,5.568,0.454,0.7224,,,,,,,,,,,
EMX1,empty spiracles homeobox 1,2016,2,-0.1762,-4.1,0.4539,0.7224,,,,,,,,,,,
PLBD1,phospholipase B domain containing 1,79887,12,-0.08917,6.5,0.4539,0.7224,,,,,,,,,,,
ZFPL1,zinc finger protein like 1,7542,11,-0.03461,3.47,0.4536,0.7221,,,,,,,,,,,
CSNK2A3,casein kinase 2 alpha 3,283106,11,-0.03681,5.703,0.4531,0.7214,,,,,,,,,,,
HSPE1-MOB4,HSPE1-MOB4 readthrough,100529241,2,-0.1042,-4.573,0.4529,0.7212,,,,,,,,,,,
LOC150051,uncharacterized LOC150051,150051,21,-0.1296,-2.564,0.4529,0.7211,,,,,,,,,,,
CFL1P1,cofilin 1 pseudogene 1,142913,10,-0.05835,-6.116,0.4529,0.7211,,,,,,,,,,,
CDC42,cell division cycle 42,998,1,-0.03271,5.995,0.4529,0.7211,,,,,,,,,,,
TBC1D13,TBC1 domain family member 13,54662,9,-0.03727,4.329,0.4528,0.7211,,,,,,,,,,,
TRIM5,tripartite motif containing 5,85363,11,-0.04499,3.66,0.4528,0.7211,,,,,,,,,,,
NA,NA,NA,NA,-0.05114,-6.185,0.4528,0.7211,,,,,,,,,,,
CMTR2,cap methyltransferase 2,55783,16,-0.04193,4.221,0.4526,0.7211,,,,,,,,,,,
SAMD4B,sterile alpha motif domain containing 4B,55095,19,-0.03663,5.887,0.4524,0.7211,,,,,,,,,,,
TROVE2,TROVE domain family member 2,6738,1,-0.03033,5.848,0.4524,0.7211,,,,,,,,,,,
CAMK1D,calcium/calmodulin dependent protein kinase ID,57118,10,-0.08394,4.386,0.4524,0.7211,,,,,,,,,,,
SLC22A23,solute carrier family 22 member 23,63027,6,-0.07383,3.294,0.4523,0.7211,,,,,,,,,,,
MTERF1,mitochondrial transcription termination factor 1,7978,7,-0.03702,3.58,0.4521,0.7208,,,,,,,,,,,
LOC100335030,FGFR1 oncogene partner 2 pseudogene,100335030,12,-0.05125,1.661,0.4521,0.7208,,,,,,,,,,,
POLR2C,polymerase (RNA) II subunit C,5432,16,-0.03571,4.838,0.452,0.7207,,,,,,,,,,,
FAM169A,family with sequence similarity 169 member A,26049,5,-0.1015,3.158,0.4517,0.7204,,,,,,,,,,,
NA,NA,NA,NA,-0.09415,-5.18,0.4514,0.7201,,,,,,,,,,,
ARMC10,armadillo repeat containing 10,83787,7,-0.03933,3.966,0.4514,0.7201,,,,,,,,,,,
LOC100240734,uncharacterized LOC100240734,100240734,12,-0.1376,-4.402,0.4514,0.7201,,,,,,,,,,,
NECTIN2,nectin cell adhesion molecule 2,5819,19,-0.04746,5.384,0.4514,0.7201,,,,,,,,,,,
SLC8B1,solute carrier family 8 member B1,80024,12,-0.05093,4.533,0.4513,0.7201,,,,,,,,,,,
FAM149A,family with sequence similarity 149 member A,25854,4,-0.125,2.275,0.4513,0.7201,,,,,,,,,,,
TSSK2,testis specific serine kinase 2,23617,22,-0.08804,-5.595,0.4512,0.7201,,,,,,,,,,,
SNORA6,"small nucleolar RNA, H/ACA box 6",574040,3,-0.08535,4.317,0.4511,0.72,,,,,,,,,,,
FAM104B,family with sequence similarity 104 member B,90736,X,-0.04585,3.434,0.451,0.72,,,,,,,,,,,
YIPF5,Yip1 domain family member 5,81555,5,-0.03646,4.945,0.4509,0.7198,,,,,,,,,,,
CAPN15,calpain 15,6650,16,-0.04217,4.281,0.4508,0.7198,,,,,,,,,,,
SLC3A1,solute carrier family 3 member 1,6519,2,-0.1857,-0.7237,0.4508,0.7198,,,,,,,,,,,
DCTN1,dynactin subunit 1,1639,2,-0.02542,8.012,0.4507,0.7197,,,,,,,,,,,
ASXL1,"additional sex combs like 1, transcriptional regulator",171023,20,-0.03082,8.561,0.4506,0.7196,,,,,,,,,,,
AKAP17A,A-kinase anchoring protein 17A,8227,X; Y,-0.047,1.632,0.4506,0.7196,,,,,,,,,,,
AMHR2,anti-Mullerian hormone receptor type II,269,12,-0.1192,-3.986,0.4505,0.7196,,,,,,,,,,,
CCDC86,coiled-coil domain containing 86,79080,11,-0.06216,2.809,0.4505,0.7196,,,,,,,,,,,
SNORA12,"small nucleolar RNA, H/ACA box 12",677800,10,-0.072,4.075,0.4504,0.7196,,,,,,,,,,,
SH3BGR,SH3 domain binding glutamate rich protein,6450,21,-0.1014,-3.149,0.4504,0.7196,,,,,,,,,,,
MRPL42,mitochondrial ribosomal protein L42,28977,12,-0.03968,4.748,0.4504,0.7196,,,,,,,,,,,
NOC2L,NOC2 like nucleolar associated transcriptional repressor,26155,1,-0.04335,5.993,0.4501,0.7192,,,,,,,,,,,
TAF1A,"TATA-box binding protein associated factor, RNA polymerase I subunit A",9015,1,-0.0397,3.205,0.45,0.7192,,,,,,,,,,,
ENPEP,glutamyl aminopeptidase,2028,4,-0.08553,4.201,0.4499,0.7191,,,,,,,,,,,
OR2C3,olfactory receptor family 2 subfamily C member 3,81472,1,-0.05936,-6.169,0.4497,0.7188,,,,,,,,,,,
FCN3,ficolin 3,8547,1,-0.1182,-1.501,0.4496,0.7188,,,,,,,,,,,
LIAS,lipoic acid synthetase,11019,4,-0.04625,2.836,0.4496,0.7188,,,,,,,,,,,
CDK16,cyclin-dependent kinase 16,5127,X,-0.04186,6.418,0.4495,0.7187,,,,,,,,,,,
ZSCAN5A,zinc finger and SCAN domain containing 5A,79149,19,-0.05298,1.408,0.4495,0.7187,,,,,,,,,,,
RPL39,ribosomal protein L39,6170,X,-0.08325,1.237,0.4492,0.7184,,,,,,,,,,,
SNORD115-21,"small nucleolar RNA, C/D box 115-21",100033603,15,-0.06193,-6.141,0.4492,0.7184,,,,,,,,,,,
STK38,serine/threonine kinase 38,11329,6,-0.03887,6.296,0.4491,0.7184,,,,,,,,,,,
